,Suburbs,Addresses,Price per week ($),Bedrooms,Bathrooms,Garages,Land Sizes (m^2),Nearest Schools
1093,ST KILDA WEST VIC 3182,"212/363 Beaconsfield Parade, ST KILDA WEST VIC 3182",$320.00,1,1,0,,"['0.5 km away', '2.9 km away', '3.8 km away']"
1094,MOONEE PONDS VIC 3039,"1511/15 Everage Street, MOONEE PONDS VIC 3039",$380.00,1,1,1,,"['1.1 km away', '2.1 km away', '8.4 km away']"
1095,CARLTON NORTH VIC 3054,"8/1086 Lygon Street, CARLTON NORTH VIC 3054",$380.00,1,1,1,,"['0.3 km away', '0.6 km away', '2.3 km away']"
1096,PORT MELBOURNE VIC 3207,"504/1 Danks Street West, PORT MELBOURNE VIC 3207",$650,2,1,2,,"['0.3 km away', '0.8 km away', '1.3 km away']"
1097,SOUTH YARRA VIC 3141,"1/42 Howitt Street, SOUTH YARRA VIC 3141",$675,2,2,1,,"['0.7 km away', '1.1 km away', '2.9 km away']"
1098,ASPENDALE VIC 3195,"7/122 Nepean Highway, ASPENDALE VIC 3195",$350,2,1,1,,"['0.6 km away', '1.6 km away', '11.1 km away']"
1099,CARLTON VIC 3053,"1116/6 Leicester Street, CARLTON VIC 3053",$340,1,1,0,,"['0.9 km away', '1.1 km away', '0.5 km away']"
1100,DANDENONG VIC 3175,"4/29 Potter Street, DANDENONG VIC 3175",$280,0,1,0,,"['0.5 km away', '0.5 km away', '14.1 km away']"
1101,CLAYTON SOUTH VIC 3169,"303/60 Autumn Terrace, CLAYTON SOUTH VIC 3169",$430.00,2,2,1,,"['0.2 km away', '0.4 km away', '6.9 km away']"
1102,RICHMOND VIC 3121,"108/14 David Street, RICHMOND VIC 3121",$550,2,2,1,,"['0.4 km away', '0.8 km away', '0.9 km away']"
1103,CARLTON VIC 3053,"219/528 Swanston Street, CARLTON VIC 3053",$350,1,1,0,,"['0.6 km away', '1.1 km away', '0.8 km away']"
1104,THORNBURY VIC 3071,"4/4 Murray Street, THORNBURY VIC 3071",$230,1,1,1,,"['0.2 km away', '1.3 km away', '1.7 km away']"
1105,BRUNSWICK WEST VIC 3055,"G15/12 Olive York Way, BRUNSWICK WEST VIC 3055",$350,1,1,1,,"['0.5 km away', '2 km away', '0.4 km away']"
1106,BENTLEIGH VIC 3204,"303/79 Mitchell Street, BENTLEIGH VIC 3204",$565,2,2,1,,"['1.1 km away', '1.7 km away', '2.2 km away']"
1107,ST KILDA VIC 3182,"204/55 Wellington Street, ST KILDA VIC 3182",$700,2,2,1,,"['0.7 km away', '0.8 km away', '2.8 km away']"
1108,OAK PARK VIC 3046,"4/11 Margaret Street, OAK PARK VIC 3046",$420,2,1,1,,"['0.8 km away', '1.6 km away', '1.7 km away']"
1109,SOUTH YARRA VIC 3141,"804/50 Claremont Street, SOUTH YARRA VIC 3141",$450,1,1,1,,"['0.9 km away', '1.7 km away', '2.2 km away']"
1110,RICHMOND VIC 3121,"209/1 Dyer Street, RICHMOND VIC 3121",$430,1,1,1,,"['0 km away', '0.1 km away', '0.5 km away']"
1111,RICHMOND VIC 3121,"1/263 Lennox Street, RICHMOND VIC 3121",$325,1,1,1,,"['0.9 km away', '0.9 km away', '1 km away']"
1112,BENTLEIGH VIC 3204,"G02/15 Hamilton Street, BENTLEIGH VIC 3204",$565,2,2,1,,"['1 km away', '1.2 km away', '2.6 km away']"
1113,BRUNSWICK VIC 3056,"34/45 Decarle Street, BRUNSWICK VIC 3056",$445,2,1,1,,"['0.6 km away', '1.4 km away', '2.1 km away']"
1114,PRAHRAN VIC 3181,"1004/15 Clifton Street, PRAHRAN VIC 3181",$500,2,1,1,,"['0.3 km away', '0.7 km away', '3.5 km away']"
1115,MELBOURNE VIC 3000,"613/33 MacKenzie Street, MELBOURNE VIC 3000",$490/W,1,1,0,,"['0.7 km away', '1.5 km away', '0.5 km away']"
1116,CARLTON NORTH VIC 3054,"9/600 Station Street, CARLTON NORTH VIC 3054",$420,1,1,0,,"['0.6 km away', '1 km away', '2.2 km away']"
1117,WODONGA VIC 3690,"1/30 Buckland Court, WODONGA VIC 3690",$370,2,1,1,,"['1.8 km away', '2.4 km away', '1.1 km away']"
1118,FERNTREE GULLY VIC 3156,"1/4 Lyndale Court, FERNTREE GULLY VIC 3156",$350,2,1,1,,"['1.9 km away', '3.6 km away', '10.7 km away']"
1119,SOUTH YARRA VIC 3141,"508/12 Yarra Street, SOUTH YARRA VIC 3141",$475,1,1,1,,"['1.6 km away', '1.7 km away', '2.3 km away']"
1120,SOUTH MORANG VIC 3752,"29 Glenorchy Way, SOUTH MORANG VIC 3752",$370.00,2,1,1,,"['0.9 km away', '7.3 km away', '2.3 km away']"
1121,BULLEEN VIC 3105,"205/170 Manningham Road, BULLEEN VIC 3105",$650,3,2,2,,"['0.5 km away', '0.9 km away', '1.4 km away']"
1122,MELBOURNE VIC 3000,"4509/135 A'beckett Street, MELBOURNE VIC 3000",$650,2,1,1,,"['1.2 km away', '1.5 km away', '0.3 km away']"
1123,NORTH MELBOURNE VIC 3051,"A18/335 Abbotsford Street, NORTH MELBOURNE VIC 3051",$480,2,2,1,,"['0.4 km away', '0.9 km away', '0.5 km away']"
1124,BAIRNSDALE VIC 3875,"1/96 Wallace Street, BAIRNSDALE VIC 3875",$390,3,1,1,,"['0.4 km away', '1.9 km away', '0.5 km away']"
1125,HAWTHORN VIC 3122,"18/570 Glenferrie Road, HAWTHORN VIC 3122",$450.00,2,1,1,,"['0.3 km away', '0.7 km away', '1.7 km away']"
1126,RESERVOIR VIC 3073,"5/28 Southenhay Street, RESERVOIR VIC 3073",$395,2,1,1,,"['0.6 km away', '1.6 km away', '4.8 km away']"
1127,GLENROY VIC 3046,"10/1 Cromwell Street, GLENROY VIC 3046",$240,1,1,2,,"['0.3 km away', '0.5 km away', '1.8 km away']"
1128,SOUTH MELBOURNE VIC 3205,"55/39 Dorcas Street, SOUTH MELBOURNE VIC 3205",$440,1,1,1,,"['1.2 km away', '2.4 km away', '3 km away']"
1129,TRARALGON VIC 3844,"2/8-10 John Street, TRARALGON VIC 3844",$255,1,1,0,,"['1 km away', '2.6 km away', '0.9 km away']"
1130,CHADSTONE VIC 3148,"1/68 Waverley Road, CHADSTONE VIC 3148",$550,3,2,2,,"['1.4 km away', '2 km away', '12.1 km away']"
1131,PRESTON VIC 3072,"110/356 Bell Street, PRESTON VIC 3072",$350.00,1,1,1,,"['0.6 km away', '0.7 km away', '2.5 km away']"
1132,RICHMOND VIC 3121,"G02/183-189 Bridge Road, RICHMOND VIC 3121",$390,1,1,1,,"['0.5 km away', '0.5 km away', '0.6 km away']"
1133,RESERVOIR VIC 3073,"1/155 Hickford Street, RESERVOIR VIC 3073",$370,2,1,2,,"['0.9 km away', '1.2 km away', '0.5 km away']"
1134,SOUTH YARRA VIC 3141,"3/53 Barry Street, SOUTH YARRA VIC 3141",$925,2,2,1,,"['0.8 km away', '1.4 km away', '3.1 km away']"
1135,MOUNT ELIZA VIC 3930,"6/168 Canadian Bay Road, MOUNT ELIZA VIC 3930",$400,2,1,1,,"['0.4 km away', '0.8 km away', '7.7 km away']"
1136,RICHMOND VIC 3121,"108/10 Bromham Place, RICHMOND VIC 3121",$525,2,1,1,,"['0.2 km away', '0.4 km away', '0.5 km away']"
1137,THORNBURY VIC 3071,"1/97 Gooch Street, THORNBURY VIC 3071",$395,2,1,0,,"['0.5 km away', '0.9 km away', '2.5 km away']"
1138,BLACKBURN VIC 3130,"211/17-21 Queen Street, BLACKBURN VIC 3130",$420,2,1,1,,"['0.5 km away', '1 km away', '4.4 km away']"
1139,ARMADALE VIC 3143,"1003/8C Evergreen Mews, ARMADALE VIC 3143",$520,1,1,1,,"['0.4 km away', '3.1 km away', '6.5 km away']"
1140,DOCKLANDS VIC 3008,"3310B/100 Harbour Esplanade, DOCKLANDS VIC 3008",$400,1,1,0,,"['2.5 km away', '0.8 km away', '1.3 km away']"
1141,FITZROY VIC 3065,"306/353 Napier Street, FITZROY VIC 3065",$620,2,2,1,,"['0.3 km away', '1.1 km away', '6.2 km away']"
1142,GARDENVALE VIC 3185,"3/50 Magnolia Road, GARDENVALE VIC 3185",$355,2,1,1,,"['0.9 km away', '2.7 km away', '5.6 km away']"
1143,COBRAM VIC 3644,"3 Queen St, COBRAM VIC 3644",$320,2,1,1,,"['0.7 km away', '1.3 km away', '0.9 km away']"
1144,SOUTH YARRA VIC 3141,"6/40 Millswyn Street, SOUTH YARRA VIC 3141",$415.00,1,1,1,,"['0.7 km away', '1.9 km away', '2.9 km away']"
1145,BRUNSWICK VIC 3056,"17/677 Park Street, BRUNSWICK VIC 3056",$225,1,1,0,,"['0.5 km away', '0.6 km away', '2.6 km away']"
1146,DOCKLANDS VIC 3008,"2603/90 Lorimer Street, DOCKLANDS VIC 3008",$875.00,2,2,2,,"['1 km away', '1.4 km away', '2.2 km away']"
1147,PARKVILLE VIC 3052,"2/39 Morrah St, PARKVILLE VIC 3052",$480,2,1,1,,"['0.1 km away', '0.6 km away', '0.9 km away']"
1148,BONBEACH VIC 3196,"3/1a Genoa Avenue, BONBEACH VIC 3196",$420.00,2,1,1,,"['0.5 km away', '2.5 km away', '5.9 km away']"
1149,RESERVOIR VIC 3073,"5/173 Edward Street, RESERVOIR VIC 3073",$350.00,2,1,1,,"['0.9 km away', '2.3 km away', '5.4 km away']"
1150,RESERVOIR VIC 3073,"5/173 Edward Street, RESERVOIR VIC 3073",$350.00,2,1,1,,"['0.9 km away', '2.3 km away', '5.4 km away']"
1151,DANDENONG VIC 3175,"1/11 Adelaide Street, DANDENONG VIC 3175",$400,3,1,2,,"['0.6 km away', '1.2 km away', '13.2 km away']"
1152,NOTTING HILL VIC 3168,"23/213 Normanby Road, NOTTING HILL VIC 3168",$340.00,1,1,1,,"['1.8 km away', '2.1 km away', '7.6 km away']"
1153,LALOR VIC 3075,"2/10 Duncan Road, LALOR VIC 3075",$340,1,1,1,,"['0.1 km away', '1 km away', '1.5 km away']"
1154,SOUTH MELBOURNE VIC 3205,"312/52 Park Street, SOUTH MELBOURNE VIC 3205",$525,2,1,1,,"['1.1 km away', '2.4 km away', '2.9 km away']"
1155,SANDRINGHAM VIC 3191,"104 / 252 Bay Road, SANDRINGHAM VIC 3191",$500,2,2,1,1,"['0.5 km away', '0.6 km away', '4.3 km away']"
1156,GLEN IRIS VIC 3146,"4/73 Edgar St North, GLEN IRIS VIC 3146",$420,2,2,1,,"['1.1 km away', '1.1 km away', '8.7 km away']"
1157,MITCHAM VIC 3132,"2/5 Moresby Street, MITCHAM VIC 3132",$600.00,3,2,2,,"['0.7 km away', '0.9 km away', '1.4 km away']"
1158,WINDSOR VIC 3181,"27/4 Victoria Street, WINDSOR VIC 3181",$550,2,1,2,,"['0.2 km away', '0.6 km away', '3.4 km away']"
1159,MELBOURNE VIC 3000,"4306/135 A'Beckett Street, MELBOURNE VIC 3000",$650,2,1,0,,"['1.2 km away', '1.5 km away', '0.3 km away']"
1160,ELWOOD VIC 3184,"7/10 Austin Avenue, ELWOOD VIC 3184",$480,2,1,1,,"['0.2 km away', '0.5 km away', '6.6 km away']"
1161,MORDIALLOC VIC 3195,"4/24 Bear Street, MORDIALLOC VIC 3195",$450,2,1,1,,"['0.3 km away', '1 km away', '1.8 km away']"
1162,KNOXFIELD VIC 3180,"1/9 Coromandel Crescent, KNOXFIELD VIC 3180",$460,3,1,2,,"['0.5 km away', '1.5 km away', '7.8 km away']"
1163,FOOTSCRAY VIC 3011,"409/2 Hopkins Street, FOOTSCRAY VIC 3011",$380,1,1,1,,"['1 km away', '1.7 km away', '1.7 km away']"
1164,MURRUMBEENA VIC 3163,"2/5 Gilsland Road, MURRUMBEENA VIC 3163",$500,2,1,1,,"['0.6 km away', '3.4 km away', '4.4 km away']"
1165,HAWTHORN EAST VIC 3123,"416/480 Riversdale Road, HAWTHORN EAST VIC 3123",$610,2,2,2,,"['0.2 km away', '1.3 km away', '7.9 km away']"
1166,BRIGHTON VIC 3186,"201/22-24 Warleigh Grove, BRIGHTON VIC 3186",$500.00,2,1,2,,"['0.8 km away', '2.2 km away', '5.7 km away']"
1167,HUGHESDALE VIC 3166,"1/22 Clapham Road, HUGHESDALE VIC 3166",$410,2,1,2,,"['0.4 km away', '3.1 km away', '4 km away']"
1168,CARLTON VIC 3053,"105/24 Barkly Place, CARLTON VIC 3053",$260,1,1,0,,"['0.7 km away', '0.8 km away', '0.6 km away']"
1169,MENTONE VIC 3194,"606/7 Balcombe Road, MENTONE VIC 3194",$325.00,1,1,1,,"['0.2 km away', '1.5 km away', '2.2 km away']"
1170,KEW VIC 3101,"4/7-9 James Avenue, KEW VIC 3101",$370,2,1,1,,"['0.6 km away', '2.1 km away', '6.5 km away']"
1171,THORNBURY VIC 3071,"11/52 Pender Street, THORNBURY VIC 3071",$260.00,1,1,1,,"['0.5 km away', '1.5 km away', '2.2 km away']"
1172,RESERVOIR VIC 3073,"1/92 Thackeray Road, RESERVOIR VIC 3073",$350,2,1,2,,"['1 km away', '1.9 km away', '5.1 km away']"
1173,ST KILDA EAST VIC 3183,"9/65 Westbury Street, ST KILDA EAST VIC 3183",$495,2,1,1,,"['0.7 km away', '2.3 km away', '5.6 km away']"
1174,ST KILDA VIC 3182,"2/36 Barkly Street, ST KILDA VIC 3182",$400,2,1,0,,"['1.1 km away', '1.1 km away', '4.4 km away']"
1175,DROUIN VIC 3818,"3a Boronia Street, DROUIN VIC 3818",$400,3,2,2,,"['0.7 km away', '1.4 km away', '1.4 km away']"
1176,FOREST HILL VIC 3131,"4/472 Canterbury Road, FOREST HILL VIC 3131",$480,2,1,1,,"['0.9 km away', '1.7 km away', '1.8 km away']"
1177,CARNEGIE VIC 3163,"2/28 Shepparson Avenue, CARNEGIE VIC 3163",$385,2,1,1,,"['0.3 km away', '1.9 km away', '4 km away']"
1178,ABBOTSFORD VIC 3067,"106/119 Turner Street, ABBOTSFORD VIC 3067",$440,1,1,1,,"['1 km away', '1.1 km away', '1.3 km away']"
1179,CRANBOURNE VIC 3977,"1/9 Alexander Street, CRANBOURNE VIC 3977",$355,2,1,3,,"['0.1 km away', '0.8 km away', '10.5 km away']"
1180,ASCOT VALE VIC 3032,"18/97-99 Epsom Road, ASCOT VALE VIC 3032",$370,2,1,1,,"['0.4 km away', '1.9 km away', '7.7 km away']"
1181,SOUTHBANK VIC 3006,"104/285 City Road, SOUTHBANK VIC 3006",$550,2,2,1,,"['0.5 km away', '1.8 km away', '3.9 km away']"
1182,MOUNT WAVERLEY VIC 3149,"2/34 Darbyshire Road, MOUNT WAVERLEY VIC 3149",$440.00,2,1,1,,"['0.3 km away', '1.3 km away', '9.9 km away']"
1183,NORTHCOTE VIC 3070,"3/65 Kellett Street, NORTHCOTE VIC 3070",$275.00,1,1,1,,"['0.6 km away', '1.7 km away', '2.1 km away']"
1184,HOPPERS CROSSING VIC 3029,"1/208 Heaths Road, HOPPERS CROSSING VIC 3029",$350,3,2,1,,"['0.9 km away', '1.1 km away', '0.5 km away']"
1185,COLLINGWOOD VIC 3066,"1005D/21 Robert Street, COLLINGWOOD VIC 3066",$570,2,2,1,,"['0.3 km away', '0.4 km away', '7.3 km away']"
1186,BRUNSWICK VIC 3056,"408/5 Union Street, BRUNSWICK VIC 3056",$680.00,2,2,1,,"['0.5 km away', '1 km away', '1.2 km away']"
1187,VERMONT VIC 3133,"1/2a Malvern Street, VERMONT VIC 3133",$500.00,2,1,2,,"['0.6 km away', '1.2 km away', '2.4 km away']"
1188,GLEN WAVERLEY VIC 3150,"1/532 Highbury Road, GLEN WAVERLEY VIC 3150",$450,2,1,1,,"['0.1 km away', '1 km away', '1.7 km away']"
1189,HEIDELBERG VIC 3084,"601/91 Darebin St, HEIDELBERG VIC 3084","$1,100.00",3,2,2,,"['0.8 km away', '2.7 km away', '0.3 km away']"
1190,SOUTH MELBOURNE VIC 3205,"52/1 Sandilands Street, SOUTH MELBOURNE VIC 3205",$565,2,2,2,,"['0.7 km away', '2.1 km away', '2.3 km away']"
1191,MELTON SOUTH VIC 3338,"Unit 1/39 Grace St, MELTON SOUTH VIC 3338",$320,2,1,1,,"['0.4 km away', '1.1 km away', '2 km away']"
1192,SOUTH YARRA VIC 3141,"7/53-59 Millswyn Street, SOUTH YARRA VIC 3141",$425,1,1,1,,"['0.8 km away', '2 km away', '2.8 km away']"
1193,COLLINGWOOD VIC 3066,"404B/3 Brewery Lane, COLLINGWOOD VIC 3066",$410,1,1,1,,"['0.3 km away', '0.5 km away', '7.3 km away']"
1194,COBURG VIC 3058,"501/14-20 Nicholson Street, COBURG VIC 3058",$380.00,1,1,1,,"['0.8 km away', '1.4 km away', '1.6 km away']"
1195,SOUTH YARRA VIC 3141,"8/32-34 Adams Street, SOUTH YARRA VIC 3141",$725,2,1,0,,"['0.9 km away', '2.1 km away', '3 km away']"
1196,OFFICER VIC 3809,"8/19 Cotswold Crescent, OFFICER VIC 3809",$430,3,2,2,,"['1.8 km away', '23.7 km away', '0.5 km away']"
1197,CLAYTON VIC 3168,"104/27-29 Koonawarra Street, CLAYTON VIC 3168",$400,2,1,1,,"['0.4 km away', '0.7 km away', '3.4 km away']"
1198,WINDSOR VIC 3181,"G3/2a Henry Street, WINDSOR VIC 3181",$390.00,1,1,1,,"['0.7 km away', '1.1 km away', '3.1 km away']"
1199,ASPENDALE VIC 3195,"2/182 Nepean Highway, ASPENDALE VIC 3195",$375.00,2,1,2,,"['1.1 km away', '2.3 km away', '10.4 km away']"
1200,EAST MELBOURNE VIC 3002,"PO9P/191 Powlett Street, EAST MELBOURNE VIC 3002",$675,2,2,1,,"['0.9 km away', '7.7 km away', '0.9 km away']"
1201,ST KILDA VIC 3182,"803/6 St Kilda Road, ST KILDA VIC 3182",$410,1,1,1,,"['0.9 km away', '1.1 km away', '2.8 km away']"
1202,GLEN HUNTLY VIC 3163,"1102A Glen Huntly Road, GLEN HUNTLY VIC 3163",$300,1,1,0,,"['0.4 km away', '0.7 km away', '4.6 km away']"
1203,HIGHETT VIC 3190,"34/68-82 Graham Road, HIGHETT VIC 3190",,2,1,1,,"['0.8 km away', '1.8 km away', '3.1 km away']"
1204,ST KILDA EAST VIC 3183,"9/62 Westbury Street, ST KILDA EAST VIC 3183",$310,2,1,1,,"['0.9 km away', '2.2 km away', '5.7 km away']"
1205,SOUTHBANK VIC 3006,"48/183 City Road, SOUTHBANK VIC 3006",$750.00,2,2,1,,"['0.9 km away', '2.2 km away', '3.5 km away']"
1206,CLIFTON HILL VIC 3068,"1/94 Roseneath St, CLIFTON HILL VIC 3068",$665,2,1,1,,"['0.8 km away', '1.3 km away', '1.3 km away']"
1207,SOUTHBANK VIC 3006,"2805/151 City Road, SOUTHBANK VIC 3006",$650.00,2,2,1,,"['1 km away', '2.4 km away', '3.3 km away']"
1208,MITCHAM VIC 3132,"2/14 Walter Street, MITCHAM VIC 3132",$420,2,1,1,,"['0.3 km away', '2 km away', '4.4 km away']"
1209,SOUTH MELBOURNE VIC 3205,"705/148 Wells Street, SOUTH MELBOURNE VIC 3205",$650,3,2,2,,"['1.2 km away', '2.5 km away', '3 km away']"
1210,RAINBOW VIC 3424,"2/46 KING STREET, RAINBOW VIC 3424",$130,1,1,1,,['0.2 km away']
1211,MYRTLEFORD VIC 3737,"1/310 Buffalo River Road, MYRTLEFORD VIC 3737",$240,2,1,2,,"['2.3 km away', '1.7 km away', '1.9 km away']"
1212,MELTON WEST VIC 3337,"3/11 Fishburn Grove, MELTON WEST VIC 3337",$315,2,1,1,,"['0.8 km away', '1.8 km away', '1.8 km away']"
1213,RESERVOIR VIC 3073,"5/31-33 Olive Street, RESERVOIR VIC 3073",$430,2,1,1,,"['0.7 km away', '2.4 km away', '5.4 km away']"
1214,MENTONE VIC 3194,"3/31 Albenca Street, MENTONE VIC 3194",$440,2,1,1,,"['0.7 km away', '1.8 km away', '2.1 km away']"
1215,SOUTH MELBOURNE VIC 3205,"808/38 Bank Street, SOUTH MELBOURNE VIC 3205",$430.00,1,1,1,,"['1.1 km away', '2.4 km away', '3 km away']"
1216,ST KILDA VIC 3182,"1/130 Mitford Street, ST KILDA VIC 3182",,2,1,1,,"['0.1 km away', '0.3 km away', '6.3 km away']"
1217,TORQUAY VIC 3228,"2/7 Rudd Avenue, TORQUAY VIC 3228",$450,2,1,2,,"['1.7 km away', '3.6 km away', '1.7 km away']"
1218,SANDRINGHAM VIC 3191,"1, 64/1, 64 Victoria St, SANDRINGHAM VIC 3191",$765,3,1,2,,"['0.5 km away', '0.6 km away', '5.2 km away']"
1219,BRUNSWICK WEST VIC 3055,"8/39 Heller Street, BRUNSWICK WEST VIC 3055",$320,1,1,1,,"['0.7 km away', '0.9 km away', '1.4 km away']"
1220,BRUNSWICK WEST VIC 3055,"8/39 Heller Street, BRUNSWICK WEST VIC 3055",$320,1,1,1,,"['0.7 km away', '0.9 km away', '1.4 km away']"
1221,THORNBURY VIC 3071,"6/48 Woolton Avenue, THORNBURY VIC 3071",$320,1,1,1,,"['0.6 km away', '0.8 km away', '1.6 km away']"
1222,MALVERN EAST VIC 3145,"522/803 Dandenong Road, MALVERN EAST VIC 3145",$490,2,1,1,,"['0.3 km away', '1.3 km away', '6.2 km away']"
1223,RIDDELLS CREEK VIC 3431,"1/61 Mahoneys Road, RIDDELLS CREEK VIC 3431",$460,3,1,1,316,"['0.2 km away', '9.4 km away']"
1224,MELBOURNE VIC 3000,"541/57 Spencer Street, MELBOURNE VIC 3000",$400,1,1,0,,"['2.6 km away', '1 km away', '1.4 km away']"
1225,RICHMOND VIC 3121,"305/33 Judd Street, RICHMOND VIC 3121",$425.00,1,1,1,,"['0.5 km away', '0.6 km away', '0.6 km away']"
1226,RICHMOND VIC 3121,"2/47 Rowena Pde, RICHMOND VIC 3121",$200.00,0,1,0,,"['0.8 km away', '0.9 km away', '1 km away']"
1227,RICHMOND VIC 3121,"1/47 Rowena Pde, RICHMOND VIC 3121",$200.00,0,1,0,,"['0.8 km away', '0.9 km away', '1 km away']"
1228,MELBOURNE VIC 3000,"1302/81 A'beckett Street, MELBOURNE VIC 3000",$450,1,1,0,,"['1.1 km away', '1.4 km away', '0.4 km away']"
1229,GLEN IRIS VIC 3146,"18/37-39 Carroll Crescent, GLEN IRIS VIC 3146",$490,2,1,1,,"['1.2 km away', '1.3 km away', '8.5 km away']"
1230,FAIRFIELD VIC 3078,"2/175 Arthur Street, FAIRFIELD VIC 3078",$370.00,2,1,1,,"['0.4 km away', '2 km away', '3.1 km away']"
1231,SWAN HILL VIC 3585,"2/21 Murlong Street, SWAN HILL VIC 3585",$340,2,1,1,,"['0.3 km away', '0.9 km away', '0.1 km away']"
1232,BLACKBURN VIC 3130,"109/17-21 Queen Street, BLACKBURN VIC 3130",$410,2,1,1,,"['0.5 km away', '1 km away', '4.4 km away']"
1233,GLEN WAVERLEY VIC 3150,"1/402 Springvale Road, GLEN WAVERLEY VIC 3150",$500,3,1,2,,"['0.7 km away', '1 km away', '0.4 km away']"
1234,ST KILDA VIC 3182,"25/10 Tennyson Street, ST KILDA VIC 3182",$640,2,2,2,,"['0.3 km away', '1.3 km away', '5.3 km away']"
1235,SOUTHBANK VIC 3006,"1106/283 City Road, SOUTHBANK VIC 3006",$400,1,1,0,1,"['0.5 km away', '1.8 km away', '3.9 km away']"
1236,SOUTHBANK VIC 3006,"109/102 Wells Street, SOUTHBANK VIC 3006",$820PW,3,2,1,,"['1.5 km away', '2.5 km away', '3.2 km away']"
1237,MELBOURNE VIC 3000,"5608/228 La Trobe Street, MELBOURNE VIC 3000",$700,2,1,0,,"['1 km away', '1.5 km away', '0.4 km away']"
1238,SOUTH YARRA VIC 3141,"Domain Road, SOUTH YARRA VIC 3141",$290,1,1,1,,"['0.8 km away', '2 km away', '2.5 km away']"
1239,TOORAK VIC 3142,"G2/34 Mathoura Road, TOORAK VIC 3142",$350,1,1,0,,"['0.3 km away', '1.5 km away', '2.7 km away']"
1240,BOX HILL VIC 3128,"117/490 Elgar Road, BOX HILL VIC 3128",$235,1,1,0,,"['0.6 km away', '1 km away', '1.2 km away']"
1241,BOX HILL VIC 3128,"116/490 Elgar Road, BOX HILL VIC 3128",$240,1,1,0,,"['0.6 km away', '1 km away', '1.2 km away']"
1242,BENTLEIGH VIC 3204,"12/1-3 Anderson Street, BENTLEIGH VIC 3204",$450,2,1,1,,"['1.1 km away', '1.7 km away', '2.2 km away']"
1243,CARLTON VIC 3053,"319/570 Swanston Street, CARLTON VIC 3053",$480,2,1,0,,"['0.5 km away', '1 km away', '0.8 km away']"
1244,DOCKLANDS VIC 3008,"504/628 Flinders Street, DOCKLANDS VIC 3008",$700,2,2,1,,"['2.7 km away', '0.9 km away', '1.4 km away']"
1245,MELBOURNE VIC 3000,"101B/11 Rose Lane, MELBOURNE VIC 3000",$420,2,1,0,,"['2.1 km away', '1.1 km away', '1.5 km away']"
1246,BUNDOORA VIC 3083,"106/34 Princeton Terrace, BUNDOORA VIC 3083",$324,2,1,1,,"['1 km away', '2.2 km away', '1.1 km away']"
1247,CARLTON VIC 3053,"505/139 Bouverie Street, CARLTON VIC 3053",$260,1,1,0,,"['0.7 km away', '0.9 km away', '0.6 km away']"
1248,BOX HILL VIC 3128,"10/24 Rose Street, BOX HILL VIC 3128",$470,2,2,1,,"['0.8 km away', '1 km away', '6 km away']"
1249,BRUNSWICK VIC 3056,"101/623 Sydney Road, BRUNSWICK VIC 3056",$525,2,2,1,,"['0.9 km away', '1.1 km away', '0.7 km away']"
1250,PRESTON VIC 3072,"6/118 Gower Street, PRESTON VIC 3072",$300,1,1,1,,"['0.5 km away', '1.2 km away', '1.3 km away']"
1251,RINGWOOD VIC 3134,"2/16A Arlington Street, RINGWOOD VIC 3134",$400,2,1,1,,"['1.2 km away', '1.3 km away', '5.3 km away']"
1252,ELWOOD VIC 3184,"14/193 Brighton Road, ELWOOD VIC 3184",$350,2,1,1,,"['0.5 km away', '0.8 km away', '6.5 km away']"
1253,ST KILDA VIC 3182,"4C/21 The Esplanade, ST KILDA VIC 3182",$450,1,1,1,,"['0.9 km away', '1.9 km away', '4.4 km away']"
1254,ARARAT VIC 3377,"7 Palmerston Street, ARARAT VIC 3377",$270,2,1,2,,"['0.7 km away', '1.1 km away', '0.6 km away']"
1255,ST KILDA VIC 3182,"6/1A St Kilda Road, ST KILDA VIC 3182",$350,1,1,1,,"['1 km away', '1.2 km away', '2.7 km away']"
1256,TOORAK VIC 3142,"9/744 Orrong Road, TOORAK VIC 3142","$3,000.00",3,3,2,,"['0.9 km away', '1.8 km away', '2.6 km away']"
1257,COLLINGWOOD VIC 3066,"108/3 Hoddle Street, COLLINGWOOD VIC 3066",$465,2,1,1,,"['0.6 km away', '0.6 km away', '0.7 km away']"
1258,CARLTON VIC 3053,"212/24 Barkly Place, CARLTON VIC 3053",$265,1,1,0,,"['0.7 km away', '0.8 km away', '0.6 km away']"
1259,TOORAK VIC 3142,"11/51-53 Grange Road, TOORAK VIC 3142",$475.00,2,1,1,,"['0.9 km away', '1.6 km away', '2.2 km away']"
1260,BLACKBURN VIC 3130,"108/394-398 Middleborough Road, BLACKBURN VIC 3130",$350.00,1,1,1,,"['0.1 km away', '0.7 km away', '6.1 km away']"
1261,FRANKSTON SOUTH VIC 3199,"2/4 Goldborough Court, FRANKSTON SOUTH VIC 3199",$370,2,2,1,,"['0.8 km away', '1.5 km away', '3.8 km away']"
1262,MELBOURNE VIC 3000,"5601/228 La Trobe Street, MELBOURNE VIC 3000",$595,1,1,0,,"['1 km away', '1.5 km away', '0.4 km away']"
1263,FITZROY NORTH VIC 3068,"2/12 Brennand Street, FITZROY NORTH VIC 3068",$380,1,1,1,,"['0.6 km away', '0.9 km away', '2.4 km away']"
